Trial,ERS_ID,Label
T1,ERS4516182,1
T1,ERS4516184,1
T1,ERS4516187,1
T1,ERS4516188,1
T1,ERS4516191,1
T1,ERS4516192,1
T1,ERS4516194,1
T1,ERS4516196,1
T1,ERS4516197,1
T1,ERS4516199,1
T1,ERS4516201,1
T1,ERS4516672,1
T1,ERS4516680,1
T1,ERS4516683,1
T1,ERS4516687,1
T1,ERS4516690,1
T1,ERS4516695,1
T1,ERS4516696,1
T1,ERS4516698,1
T1,ERS4516701,1
T1,ERS4516702,1
T1,ERS4516704,1
T1,ERS4516707,1
T1,ERS4516710,1
T1,ERS4516712,1
T1,ERS4516715,1
T1,ERS4516718,1
T1,ERS4516721,1
T1,ERS4516724,1
T1,ERS4516727,1
T1,ERS4516730,1
T1,ERS4516732,1
T1,ERS4516735,1
T1,ERS4516738,1
T1,ERS4516742,1
T1,ERS4516744,1
T1,ERS4516746,1
T1,ERS4516748,1
T1,ERS4516750,1
T1,ERS4516762,1
T1,ERS4516763,1
T1,ERS4516766,1
T1,ERS4516770,1
T1,ERS4516772,1
T1,ERS4516773,1
T1,ERS4516774,1
T1,ERS4516775,1
T1,ERS4516776,1
T1,ERS4516777,1
T1,ERS4516778,1
T1,ERS4516779,1
T1,ERS4516780,1
T1,ERS4516781,1
T1,ERS4516783,1
T1,ERS4516788,1
T1,ERS4516791,1
T1,ERS4516795,1
T1,ERS4516797,1
T1,ERS4516805,1
T1,ERS4516807,1
T1,ERS4516812,1
T1,ERS4516817,1
T1,ERS4516825,1
T1,ERS4516833,1
T1,ERS4516839,1
T1,ERS4516849,1
T1,ERS4518593,1
T1,ERS4518594,1
T1,ERS4518595,1
T1,ERS4518596,1
T1,ERS4518597,1
T1,ERS4518598,1
T1,ERS4518599,1
T1,ERS4518600,1
T1,ERS4518601,1
T1,ERS4518603,1
T1,ERS4518604,1
T1,ERS4518605,1
T1,ERS4518606,1
T1,ERS4518607,1
T1,ERS4518608,1
T1,ERS4518609,1
T1,ERS4518610,1
T1,ERS4518611,1
T1,ERS4518612,1
T1,ERS4518613,1
T1,ERS4518614,1
T1,ERS4518654,1
T1,ERS4518655,1
T1,ERS4518656,1
T1,ERS4518657,1
T1,ERS4518658,1
T1,ERS4518659,1
T1,ERS4518660,1
T1,ERS4518661,1
T1,ERS4518662,1
T1,ERS4518663,1
T1,ERS4518664,1
T1,ERS4518665,1
T1,ERS4518666,1
T1,ERS4518705,1
T1,ERS4518706,1
T1,ERS4518707,1
T1,ERS4518708,1
T1,ERS4518709,1
T1,ERS4518710,1
T1,ERS4518711,1
T1,ERS4518712,1
T1,ERS4518713,1
T1,ERS4518746,1
T1,ERS4518747,1
T1,ERS4519007,1
T1,ERS4519008,1
T1,ERS4519009,1
T1,ERS4519010,1
T1,ERS4519011,1
T1,ERS4519012,1
T1,ERS4519013,1
T1,ERS4519014,1
T1,ERS4519015,1
T1,ERS4519016,1
T1,ERS4519017,1
T1,ERS4519018,1
T1,ERS4519019,1
T1,ERS4519041,1
T1,ERS4519042,1
T1,ERS4519043,1
T1,ERS4519044,1
T1,ERS4519045,1
T1,ERS4519046,1
T1,ERS4519047,1
T1,ERS4519048,1
T1,ERS4519049,1
T1,ERS4519050,1
T1,ERS4519051,1
T1,ERS4519052,1
T1,ERS4519053,1
T1,ERS4519054,1
T1,ERS4519056,1
T1,ERS4519057,1
T1,ERS4519058,1
T1,ERS4519059,1
T1,ERS4519060,1
T1,ERS4519061,1
T1,ERS4519062,1
T1,ERS4519063,1
T1,ERS4519064,1
T1,ERS4519065,1
T1,ERS4519066,1
T1,ERS4519067,1
T1,ERS4519068,1
T1,ERS4519069,1
T1,ERS4519070,1
T1,ERS4519071,1
T1,ERS4519072,1
T1,ERS4519073,1
T1,ERS4519074,1
T1,ERS4519075,1
T1,ERS4519076,1
T1,ERS4519077,1
T1,ERS4519078,1
T1,ERS4519079,1
T1,ERS4519080,1
T1,ERS4519081,1
T1,ERS4519082,1
T1,ERS4519083,1
T1,ERS4519084,1
T1,ERS4519085,1
T1,ERS4519086,1
T1,ERS4519087,1
T1,ERS4519088,1
T1,ERS4519089,1
T1,ERS4519090,1
T1,ERS4519091,1
T1,ERS4519092,1
T1,ERS4519093,1
T1,ERS4519094,1
T1,ERS4519212,1
T1,ERS4519213,1
T1,ERS4519214,1
T1,ERS4519215,1
T1,ERS4519216,1
T1,ERS4519217,1
T1,ERS4519218,1
T1,ERS4519219,1
T1,ERS4519220,1
T1,ERS4519221,1
T1,ERS4519222,1
T1,ERS4519223,1
T1,ERS4519224,1
T1,ERS4519225,1
T1,ERS4519226,1
T1,ERS4519227,1
T1,ERS4519228,1
T1,ERS4519229,1
T1,ERS4519230,1
T1,ERS4519231,1
T1,ERS4519232,1
T1,ERS4519233,1
T1,ERS4519234,1
T1,ERS4519235,1
T1,ERS4519236,1
T1,ERS4519237,1
T1,ERS4519238,1
T1,ERS4519239,1
T1,ERS4519240,1
T1,ERS4519241,1
T1,ERS4519242,1
T1,ERS4519243,1
T1,ERS4519244,1
T1,ERS4516636,0
T1,ERS4516637,0
T1,ERS4516638,0
T1,ERS4516639,0
T1,ERS4516640,0
T1,ERS4516641,0
T1,ERS4516642,0
T1,ERS4516643,0
T1,ERS4516644,0
T1,ERS4516645,0
T1,ERS4516646,0
T1,ERS4516647,0
T1,ERS4516648,0
T1,ERS4516649,0
T1,ERS4516650,0
T1,ERS4516651,0
T1,ERS4516652,0
T1,ERS4516653,0
T1,ERS4516654,0
T1,ERS4516655,0
T1,ERS4516656,0
T1,ERS4516657,0
T1,ERS4516658,0
T1,ERS4516659,0
T1,ERS4516660,0
T1,ERS4516661,0
T1,ERS4516662,0
T1,ERS4516663,0
T1,ERS4516664,0
T1,ERS4516665,0
T1,ERS4516666,0
T1,ERS4516667,0
T1,ERS4516668,0
T1,ERS4516669,0
T1,ERS4516670,0
T1,ERS4516671,0
T1,ERS4518583,0
T1,ERS4518584,0
T1,ERS4518585,0
T1,ERS4518586,0
T1,ERS4518587,0
T1,ERS4518588,0
T1,ERS4519203,0
T1,ERS4519204,0
T1,ERS4519205,0
T1,ERS4519206,0
T1,ERS4519207,0
T1,ERS4519208,0
T1,ERS4519209,0
T1,ERS4519210,0
T1,ERS4519211,0
